"rnum","업소명","주소","전화번호","혜택유형","처리상태","좌표출처","좌표검증상태","위도","경도","반환주소","검토메모"
"953","안경세상","경기도수원시 영통구봉영로1590110호(영통동, 밀레니엄프라자)","0507-1493-5513","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"955","가람동물병원","경기도고양시 일산동구강석로156(마두동, 선경상가 101호)","031-906-0976","할인","REUSED","네이버 Geocoding API","확인 완료","37.65474","126.777761","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"956","도매당 안경","경기도수원시 장안구창룡대로181(연무동)","031-248-2572","할인","REUSED","네이버 Geocoding API","확인 완료","37.2923786","127.0297796","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"957","다비치안경 산본점","경기도군포시번영로489(산본동)","031-395-0645","할인","REUSED","네이버 Geocoding API","확인 완료","37.357943","126.9315862","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"958","안경박사 수내초림점","경기도성남시 분당구내정로165번길38167호(수내동, 금호행복시장)","031-711-8646","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"959","포커스 안경","경기도성남시 중원구광명로3731층 (금광동)","031-749-0130","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"960","글라스 1.0 안경원","경기도용인시 기흥구동백중앙로177110호(중동, 씨엘뷰오피스텔)","031-283-1011","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"966","강화작은영화관","인천광역시강화군강화읍고비고개로12(강화읍국화리, 강화문예회관 2층)","032-934-7717","할인","REUSED","네이버 Geocoding API","확인 완료","37.7476977","126.4754205","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"969","안경나라 성남을지대점","경기도성남시 수정구산성대로517(양지동)","031-732-4001","할인","REUSED","네이버 Geocoding API","확인 완료","37.4574432","127.163172","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"970","초록안경","경기도성남시 분당구돌마로356번길3114호(수내동, 그랜드프라자)","031-786-0035","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"971","글라스미 신갈점","경기도용인시 기흥구신갈로58번길25(신갈동)","031-283-8774","할인","REUSED","네이버 Geocoding API","확인 완료","37.2728329","127.1083944","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"972","글라스타 장호원점","경기도이천시장호원읍장감로771층 (장호원읍장호원리)","031-642-8585","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"973","글라스월드안경 분당수내점","경기도성남시 분당구내정로174번길42154호1층 (수내동, 파크타운 돌고래복합상가)","031-711-8048","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"974","글라스팩토리","경기도안양시 만안구만안로216(안양동)","0507-1377-5012","할인","REUSED","네이버 Geocoding API","확인 완료","37.4001398","126.923569","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"975","이노티안경 판교대장점","경기도성남시 분당구판교대장로6길10106호(대장동, 클라우드베이센트럴)","0507-1314-2516","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"976","아인안경원","경기도안양시 동안구동편로6111호(관양동, 스마트프라자)","031-427-8787","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"982","포천클라우드시네마","경기도포천시영북면운천로23번길7- 8(영북면운천리)","031-531-7718","할인","REUSED","네이버 Geocoding API","확인 완료","38.0906478","127.2720592","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"983","다비치안경 북수원홈플러스건너점","경기도수원시 장안구경수대로959(송죽동)","0507-1440-0094","할인","REUSED","네이버 Geocoding API","확인 완료","37.3035294","127.0056142","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"984","또 안경","경기도성남시 수정구위례서일로3길151층 (복정동)","031-759-2494","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"986","최의원","서울특별시노원구동일로1551(상계동, (삼전빌딩 301호))","02-952-7575","할인","REUSED","네이버 Geocoding API","확인 완료","37.6668972","127.056869","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"989","서울프라임내과의원","경기도의정부시천보로64(민락동, 그린타워 6층)","031-853-9010","할인","REUSED","네이버 Geocoding API","확인 완료","37.7452404","127.0945298","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"990","행복한 안경원","경기도성남시 분당구장미로42101호(야탑동, 리더스빌딩)","031-707-1577","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"991","안경천국","경기도이천시증신로291번길92(송정동)","031-631-9808","할인","REUSED","네이버 Geocoding API","확인 완료","37.2961757","127.4351964","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"992","보다 안경","경기도안양시 만안구병목안로20108호1층 (안양동, 스페이스타워)","031-449-3737","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"994","인영당 안경원","경기도성남시 중원구박석로100(상대원동)","031-742-6379","할인","REUSED","네이버 Geocoding API","확인 완료","37.4414733","127.1642707","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"995","다비치안경 성남야탑터미널점","경기도성남시 분당구성남대로925번길16104호(야탑동)","031-781-1357","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"996","안경매니져 상현","경기도용인시 수지구만현로1031층 (상현동, 한길프라자)","031-262-9006","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"997","스위트 안경원","경기도평택시송탄로42511층 (지산동)","031-667-8800","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"998","뉴페이스 안경","경기도이천시이섭대천로1411(증포동)","031-636-4800","할인","REUSED","네이버 Geocoding API","확인 완료","37.2938832","127.4556417","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"999","안경볼래","경기도용인시 처인구중부대로1154110호(삼가동, 인앤인프라자)","031-337-2772","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1000","궉기정안경","경기도용인시 처인구백옥대로1097(김량장동)","031-335-2881","할인","REUSED","네이버 Geocoding API","확인 완료","37.2335969","127.2087843","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1011","주영광안경원","경기도성남시 분당구구미로60(구미동)","031-715-7006","할인","REUSED","네이버 Geocoding API","확인 완료","37.337805","127.115704","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1012","안경나라 야탑점","경기도성남시 분당구야탑로81번길10137호(야탑동, 아미고타워)","031-622-0313","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1013","킹콩안경","경기도이천시영창로168(창전동)","031-798-3313","할인","REUSED","네이버 Geocoding API","확인 완료","37.2814268","127.441326","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1014","오즈안경원","경기도수원시 영통구덕영대로1549(영통동)","031-202-0440","할인","REUSED","네이버 Geocoding API","확인 완료","37.2463296","127.0603804","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1015","안경을 부탁해","경기도수원시 권선구금곡로196번길61104호(금곡동)","031-296-5557","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1016","루킹안경 용인영덕점","경기도용인시 기흥구흥덕2로87번길9104호(영덕동, 용인메디컬센터)","031-211-1090","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1017","스마트안경 콘택트","경기도안양시 만안구박달로523(박달동)","031-448-3005","할인","REUSED","네이버 Geocoding API","확인 완료","37.4027654","126.9108561","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1018","남문 남대문안경원","경기도수원시 팔달구정조로770번길72층 (팔달로3가, 남문스퀘어)","031-241-7733","할인","REUSED","네이버 Geocoding API","확인 완료","37.2766827","127.0169831","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1019","아이원안경원","경기도성남시 분당구서현로184101-1호(서현동, LG에클라트)","031-603-0102","면제","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1020","아브뉴안경 광교점","경기도수원시 영통구센트럴타운로85AB11호지하 1층 (이의동, 아브뉴프랑)","031-212-1599","할인","REUSED","네이버 Geocoding API","확인 완료","37.2908162","127.0505897","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1021","패밀리 안경원","경기도안양시 만안구안양로3721층 (안양동)","0507-1446-3077","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1022","보라 안경원","경기도용인시 기흥구한보라2로14번길3- 5103호(보라동)","031-275-1001","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1023","대학당안경원","경기도안양시 동안구시민대로175206호(비산동, 동안프라자)","031-383-8173","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1024","글라스미 렌즈미 장호원감곡점","경기도이천시장호원읍장감로82- 11층 (장호원읍장호원리)","031-641-2040","할인","REUSED","네이버 Geocoding API","확인 완료","37.1173635","127.6317482","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1025","룩옵티컬","경기도수원시 영통구도청로10B1호(이의동, 롯데몰 광교점)","031-8064-2074","할인","REUSED","네이버 Geocoding API","확인 완료","37.2866697","127.0554484","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1026","이천 실로암 안경원","경기도이천시영창로163번길1- 0(관고동)","0507-1339-4521","할인","REUSED","네이버 Geocoding API","확인 완료","37.28184","127.4406011","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1027","글라스미렌즈미 이천점","경기도이천시서희로60번길6- 11층 (창전동)","031-638-1001","할인","REUSED","네이버 Geocoding API","확인 완료","37.2806612","127.4432377","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1045","샤인유의원 건대입구역","서울특별시광진구아차산로205(화양동, (2층)))","02-572-1033","할인","REUSED","네이버 Geocoding API","확인 완료","37.5416811","127.0663863","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1050","더베스트의원","서울특별시노원구동일로1341(상계동, (경남빌딩 5층)))","02-931-3001","할인","REUSED","네이버 Geocoding API","확인 완료","37.6483272","127.0621075","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1056","안경매니져 용인둔전점","경기도용인시 처인구포곡읍포곡로86(포곡읍둔전리)","0507-1460-3240","할인","REUSED","네이버 Geocoding API","확인 완료","37.2681861","127.2154991","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
