"업종명","업소명","시도","시군구","소재지도로명주소","소재지지번주소","위도","경도","좌표출처","좌표출처URL","좌표검증상태","할인정보","적용대상","이용조건","인증방법","업소전화번호","출처유형","출처URL","최근확인일","혜택상태","수집자","비고"
"미용·뷰티","신지미헤어라인","경기도","동두천시","경기도 동두천시 광암로33번길 13-10(광암동)","","37.8960534","127.0851728","Geocoding API","https://map.naver.com/p/search/%EC%8B%A0%EC%A7%80%EB%AF%B8%ED%97%A4%EC%96%B4%EB%9D%BC%EC%9D%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EA%B4%91%EC%95%94%EB%A1%9C33%EB%B2%88%EA%B8%B8%2013-10","확인 완료","커트 1,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-867-2951","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","안다미로","경기도","동두천시","경기도 동두천시 지행로107번길 13(지행동)","","37.8930315","127.0592205","Geocoding API","https://map.naver.com/p/search/%EC%95%88%EB%8B%A4%EB%AF%B8%EB%A1%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A7%80%ED%96%89%EB%A1%9C107%EB%B2%88%EA%B8%B8%2013","확인 완료","커트 4,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","0507-1309-7605","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","에이치H헤어","경기도","동두천시","경기도 동두천시 중앙로134-26, 1층 105호(지행동)","","37.8931681","127.0538155","Geocoding API","https://map.naver.com/p/search/%EC%97%90%EC%9D%B4%EC%B9%98H%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20134-26","확인 완료","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-858-8934","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","이선희헤어샵","경기도","동두천시","경기도 동두천시 삼육사로896, 1층(생연동)","","37.90003","127.0495185","Geocoding API","https://map.naver.com/p/search/%EC%9D%B4%EC%84%A0%ED%9D%AC%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C%20896","확인 완료","커트 20%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-862-8359","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","이지현미용실","경기도","동두천시","경기도 동두천시 중앙로295번길 26(생연동)","","37.9082384","127.0530444","Geocoding API","https://map.naver.com/p/search/%EC%9D%B4%EC%A7%80%ED%98%84%EB%AF%B8%EC%9A%A9%EC%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C295%EB%B2%88%EA%B8%B8%2026","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","0507-1417-3089","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","인헤어","경기도","동두천시","경기도 동두천시 삼육사로902, 2동 104호(생연동)","","37.8995915","127.050081","Geocoding API","https://map.naver.com/p/search/%EC%9D%B8%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C%20902","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-858-9785","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","잔디이발관","경기도","동두천시","경기도 동두천시 중앙로369(보산동)","","37.9132522","127.0580444","Geocoding API","https://map.naver.com/p/search/%EC%9E%94%EB%94%94%EC%9D%B4%EB%B0%9C%EA%B4%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20369","확인 완료","커트 3,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","쟝스헤어","경기도","동두천시","경기도 동두천시 평화로2915(상봉암동)","","37.9470084","127.0613666","Geocoding API","https://map.naver.com/p/search/%EC%9F%9D%EC%8A%A4%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202915","확인 완료","커트 1,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-865-7857","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","정헤어샾","경기도","동두천시","경기도 동두천시 동광로83-1(생연동)","","37.9090884","127.0576367","Geocoding API","https://map.naver.com/p/search/%EC%A0%95%ED%97%A4%EC%96%B4%EC%83%BE%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EA%B4%91%EB%A1%9C%2083-1","확인 완료","커트 1,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","제이제이 남성컷트전문","경기도","동두천시","경기도 동두천시 평화로2530번길 30(보산동)","","37.9135589","127.0594159","Geocoding API","https://map.naver.com/p/search/%EC%A0%9C%EC%9D%B4%EC%A0%9C%EC%9D%B4%20%EB%82%A8%EC%84%B1%EC%BB%B7%ED%8A%B8%EC%A0%84%EB%AC%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2530%EB%B2%88%EA%B8%B8%2030","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","젠틀맨","경기도","동두천시","경기도 동두천시 중앙로362번길 8(생연동)","","37.9126467","127.0569518","Geocoding API","https://map.naver.com/p/search/%EC%A0%A0%ED%8B%80%EB%A7%A8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C362%EB%B2%88%EA%B8%B8%208","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","차희에스 머리사랑","경기도","동두천시","경기도 동두천시 행선로98(생연동)","","37.8968706","127.0626416","Geocoding API","https://map.naver.com/p/search/%EC%B0%A8%ED%9D%AC%EC%97%90%EC%8A%A4%20%EB%A8%B8%EB%A6%AC%EC%82%AC%EB%9E%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C%2098","확인 완료","커트 10,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-863-6131","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","최재실 원헤어","경기도","동두천시","경기도 동두천시 평화로2397번길 17, 2층(생연동)","","37.9016106","127.0568218","Geocoding API","https://map.naver.com/p/search/%EC%B5%9C%EC%9E%AC%EC%8B%A4%20%EC%9B%90%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2397%EB%B2%88%EA%B8%B8%2017","확인 완료","커트 5,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","0507-1346-7739","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","추은옥머리쟁이","경기도","동두천시","경기도 동두천시 행선로102(생연동)","","37.8971498","127.0627489","Geocoding API","https://map.naver.com/p/search/%EC%B6%94%EC%9D%80%EC%98%A5%EB%A8%B8%EB%A6%AC%EC%9F%81%EC%9D%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C%20102%20%EC%97%90%EC%9D%B4%EC%8A%A4%EC%83%81%EA%B0%80","확인 완료","20%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-862-5955","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","쿨헤어샵","경기도","동두천시","경기도 동두천시 중앙로311(생연동)","","37.9093907","127.054839","Geocoding API","https://map.naver.com/p/search/%EC%BF%A8%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20311","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","하니머리나라","경기도","동두천시","경기도 동두천시 삼육사로1002번길 97(지행동)","","37.8950128","127.0597027","Geocoding API","https://map.naver.com/p/search/%ED%95%98%EB%8B%88%EB%A8%B8%EB%A6%AC%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%82%BC%EC%9C%A1%EC%82%AC%EB%A1%9C1002%EB%B2%88%EA%B8%B8%2097%20%EC%A7%80%ED%96%89%EC%A3%BC%EA%B3%B5%EC%95%84%ED%8C%8C%ED%8A%B81%EB%8B%A8%EC%A7%80","확인 완료","커트 1,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-867-6674","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","헤어고","경기도","동두천시","경기도 동두천시 중앙로230-1, 1층(생연동)","","37.9020242","127.0532969","Geocoding API","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EA%B3%A0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20230-1","확인 완료","커트 20%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","헤어바이 미정","경기도","동두천시","경기도 동두천시 중앙로265번길 8(생연동)","","37.9053073","127.0534308","Geocoding API","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-858-5936","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","헤어뱅크","경기도","동두천시","경기도 동두천시 중앙로297, 1층 104호(생연동)","","37.9081137","127.0543425","Geocoding API","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B1%85%ED%81%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20297","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","헤어카페","경기도","동두천시","경기도 동두천시 행선로110번길 9, 상가동 102호(생연동)","","37.8979317","127.0636874","Geocoding API","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EC%B9%B4%ED%8E%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C110%EB%B2%88%EA%B8%B8%209%20%ED%9C%B4%EB%A8%BC%EC%8B%9C%EC%95%84","확인 완료","커트 10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-868-1535","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"숙박","그린파크모텔","경기도","동두천시","경기도 동두천시 어수로91-10(생연동)","","37.902995","127.0530101","Geocoding API","https://map.naver.com/p/search/%EA%B7%B8%EB%A6%B0%ED%8C%8C%ED%81%AC%EB%AA%A8%ED%85%94%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C%2091-10","확인 완료","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-862-1497","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"숙박","제이(J)모텔","경기도","동두천시","경기도 동두천시 동두천로247-13(생연동)","","37.9036831","127.0550199","Geocoding API","https://map.naver.com/p/search/%EC%A0%9C%EC%9D%B4%28J%29%EB%AA%A8%ED%85%94%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EB%91%90%EC%B2%9C%EB%A1%9C%20247-13","확인 완료","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-864-4235","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"음식","강스시","경기도","동두천시","경기도 동두천시 어수로83번길 38, 1층(생연동)","","37.9043773","127.0526486","Geocoding API","https://map.naver.com/p/search/%EA%B0%95%EC%8A%A4%EC%8B%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C83%EB%B2%88%EA%B8%B8%2038","확인 완료","메뉴당 1,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-865-8266","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
